评论名称,评分星级,评论内容,评论时间
莫莫,s-star5,到杭州来，看西湖是必须的，就像不到长城非好汉一样。看西湖到白堤苏堤上走走也算来过，仅此而已，你说有什么特别的风光也看不出来，也没有了当年的诗意，因为人很多，什么意境都没了。只能说现在就只是一个湖而已。建议到雷峰塔上看看西湖全景，风光还是挺美的,2019-06-11 17:26:34
没point的安妮,s-star5,西湖真的，全年都是旅游旺季，感觉不论什么时候去都是人山人海。不过如果碰上雨天的话，湖边的人就少了很多，雨中的西湖也是别有一番韵味。,2019-06-10 23:04:40
瑤,s-star5,欲把西湖比西子，淡妆浓抹总相宜。晴西湖不如雨西湖，雨西湖不如雪西湖。体验了一番雨西湖的景观，望下次再来能看的雪西湖的风景~,2019-06-05 20:19:58
麻衣如雪,s-star3,西湖的水吧，也不是那么干净，12年是冬天去的，雷峰塔没有学生票。13年的春天去了一次，春意盎然的苏堤白堤很是漂亮。19年的初夏去，坐了船，游客很多（如果不在乎55.60块钱船票，可以坐一下），全是绿色的不好看，有花，有其它颜色，很漂亮。,2019-05-26 15:50:23
马蜂窝用户,s-star5,西湖很美！第一天下午先去了南宋御街和河坊街，然后直接走到了西湖十景之一的“柳浪闻莺”，在码头坐了手划船，我们一共三个人，跟另外三个人拼的船，花了150。感觉这种手划船能更好的贴近西湖，我全程都在玩水！而且正好赶上下雨，感受了“山色空蒙雨亦奇”的美景！第二天用了半天游览了西湖南岸的“雷峰夕照”、“南屏晚钟”、“花港观鱼”。第三天下午坐电瓶车从苏堤南端到北端，然后游览了北岸的孤山、“平湖秋月”、白堤、“短桥残雪”。另外说一句，西湖的夜景也很美！,2019-05-24 21:37:30
XL-Queen,s-star5,西湖真的好大好大，吃完楼外楼就开始11路游西湖了。从中山公园走到苏提再走到雷峰塔，就是第一天在西湖的行程。完全就是暴走状态，好累！虽然天气很热，但是走在湖边还是很凉爽的，第二天天气很差我们吃了知味观从花港观鱼选择了游船去小瀛洲再去走了白堤和断桥，有好几个码头都可以到达时间也很快，可自行选择。西湖景点太多，各个看过来要花点时间，不过大多数景点不用花时间。,2019-05-24 11:54:42
远网短平快,s-star5,我去杭州那天正好下雨，雨天游西湖还是别有一番意境的，《饮湖上初晴后雨》就在脑海中。苏提春晓，断桥残雪，三潭印月等都是有典故的，在苏提上还看到好几只小松鼠，杭州是我最喜爱的中国城市,2019-05-15 20:55:13
光阴过客,s-star5,西湖值得所有中国人来一趟，景区免费，周边道路的司机礼让行人，湖边名胜古迹不计其数。最好的季节是春秋，别赶着节假日来，感觉会大打折扣。个人意见：苏白二堤必去，旁边的灵隐寺必去，其他看个人兴趣。雷锋塔景区修电梯大煞风景，不过远一点看雷峰夕照感觉挺好。,2019-05-10 09:36:49
江豆,s-star4,温馨提示大家，不要从断桥旁边那个门进去，反着走坐不到观光车，走路走到想哭泣好吗！建议如果不想走路的就做观光车游览好了，西湖很大很大的，苏堤就好几公里，全走路吃不消，另外也可以坐船去看三潭映月，55一个人包含了三潭映月的门票。雷峰塔也可以坐车去，我全走路去的已经哭了(´•̥  ̯ •̥`)雷峰塔门票40，来都来了就去看看呗，塔里有电梯可以直达第四层，只不过排队人比较多而已，登塔可以看到西湖全景，雷峰塔对面就是净寺，小学时学的“晓出净慈寺送林子方”的净慈寺，五点寺庙就关门了，我都没赶上只在门口坐了一下，很幸运的碰见了松鼠🐿🐿，西湖绿化很好，注意观察树上有很多松鼠🐿的！走路游西湖这么好累，现在没力气了哈哈哈,2019-05-09 22:41:04
潇实的飞鸟,s-star5,五一人有点多，但是早起去的话人也还好，推荐人多的话可以去爬宝石山看日落和西湖全景夜景，很美，等晚上再去夜游西湖,2019-05-09 10:22:06
醉迷狐,s-star5,从竹素园溜达溜达就到了西湖，反正我也不熟悉路径，大致方向没错就行，主要看景色。穿过湖上的石廊，沿途观看湖光山色，远观近瞧，巴不得把能捕捉到的美景尽收眼底。走着走着就到了“曲院风荷”，这里人就比较多了，都是导游带的旅行团，毕竟实是西湖十景之一嘛，旅游团的打卡地点。这一路上，墓还真不少，岳墓、武松墓、苏小小墓……沿着西湖边走准没错，不怕迷路，还能看风景。水波荡漾，摇橹行船，绿柳红桃，各显妖娆。小雨懂事地停了，我也能收起雨伞，更方便地记录下一幅幅如诗美景。,2019-05-02 10:57:29
独钓寒江雪,s-star5,游西湖，三潭印月恐怕是游客最为印象深刻的美景了。作为一元软妹币的标志图案，是每个到西湖的人必到的打卡地点。,2019-03-19 19:04:17
Ariel,s-star4,看《印象西湖》，顺便逛了逛夜色下的西湖。,2019-11-12 13:42:27
珊蒂斯丶羽月,s-star5,杭州名片，真的漂亮 。      。。。。。。,2019-10-25 18:01:29
开心姐,s-star5,多年前去过一次，杭州地标必打卡西湖十景没能全部囊括，实在是太大了有机会再去，希望体验沿湖骑行～,2019-10-23 10:45:57
醉鸟,s-star5,2010年9月8日去上海参观世博会时经过杭州，去游览了西湖。,2019-10-20 16:15:55
Sabersonic,s-star5,第四次去西湖了，夜晚的西湖岸边灯光很美。,2019-10-17 10:03:44
foster,s-star5,13年夏天的一个周末去的。当时天气很热，我从断桥那开始绕着西湖步行，游览了孤山，苏小小墓，岳飞庙，苏堤，曲院风荷等景点，中途还乘游船上了三潭映月的那个小岛。西湖不愧为人文圣地，风景也十分优美。,2019-10-13 12:18:19
痴游,s-star5,早晨六点多来到西边，景色非常好,2019-10-12 23:19:49
宇宙jack,s-star4,打卡西湖十景一天时间足矣，但有时间环湖漫步更不错。喜欢断桥上看保俶塔，夜观双峰插云。,2019-10-06 13:29:41
寻梦,s-star5,人不是一般的多啊，很多荷花。漂亮,2019-09-07 15:53:57
蜗牛小周,s-star3,一直想去西湖，到了发现湖普普通通，更多的是文化内涵，曾经来过这里的文人骚客比较多吧,2019-09-05 14:53:00
阿迅要去看世界,s-star5,杭州，这个城市最适合的就是在西湖边上走走，然后不停的吃吃喝喝，你就可以心满意足,2019-08-30 00:25:27
般遮拨弦,s-star3,人少的时候，可以自由发挥文人墨客的闲情洒脱，然鹅……全是人,2019-08-15 09:34:07
夜航知音,s-star5,一生最喜欢的其中一景，杭州西湖。看着湖边建筑日新月异再也品不出昔年当日的西湖风味！但是，在心中，断桥残雪、平湖秋月、柳浪闻鶯、雷峰夕照。。。永远如诗如画，令人想起也心醉。,2019-08-15 07:20:19
择悦,s-star3,很多年以后再次来到了西湖边上，,2019-08-04 17:55:25
太阳天走世界,s-star4,环西湖骑行，看尽绿树红花，还有堤旁的外婆家。西湖论景色与其它的湖不相上下，多的就是一份文化底蕴。,2019-08-01 20:14:57
琛,s-star5,欲把西湖比西子，淡妆浓抹总相宜,2019-07-31 13:39:10
Don_先森,s-star5,西湖作为杭州的中心城市景观，名声在外！西湖很大，适合春季踏青徒步观赏。,2019-07-31 11:39:55
閬中de趙先生,s-star5,到杭州只呆了一天时间，所以也只在西湖逛了一天，整体感觉不错，人文景观更多,2019-07-26 22:57:05
D dm,s-star5,奥术大师多奥术大师多阿诗丹顿多多多多多多多多多多多多多多多多多多多多多多多多多多多多多多多多,2019-07-23 10:49:43
心若安然,s-star5,烟花三月下扬州，我相信这样的诗句是有依据的，我选了这样的季节，真的是太美了，气候宜人，风景优美，让我真的形容不出给她的美，她的好。。,2019-07-21 10:28:51
花境离殇,s-star5,人数超出了我的想象，而且温度有点高，比较热，希望明天可以天气凉一点。,2019-07-18 15:30:53
毛毛的记忆,s-star5,晚上去看了夜景，非常好。人很多。,2019-07-11 13:32:56
ReeS,s-star4,第一次去西溪湿地是在14年吧~然后18年6月末，是我第二次去西溪湿地，两次去的时间大概都是六七月，但是两次去的感受都不同，因为这里真的很大。这些图片是我第二次去西溪的照片，很多的花，除了荷花我认识之外，其他的我都叫不出名字。在这片荷花塘拍照真的会很好看的，但是带上了一个不太会拍照的队友。如果你是在杭州工作的话，建议办理一个公园年卡，好像是一年40元还是20元？然后去西溪湿地的话就只需要10元费用就可以了。然后没有公园年卡的是需要80元费用的。一年四季风光都是不同的，如果不是已经离开杭州，应该会经常来这边散心。一天的体验下来感受就是-——脚疼，基本都是在走路的，不过里面还有可以乘船游览的。,2019-01-16 16:25:43
路一二踏歌行,s-star3,对我来说，水陆交错，即为湿地。所以一直不觉得湿地会是什么风景名胜区，更应该是市民夜晚，周末闲暇散步的好去处。国内的湿地景区通常也建设的比较不成功。西溪算是别具一格的存在了。西溪有船游和走路两种玩法，船游没去，仅说说走路逛的感受。西溪之所以能在一般湿地中脱颖而出，主要是因为它借助了许多人文景观。西溪里到处都是小桥柳树，竹林小径，四季果树。在很大面积的湿地规划区域里，零零散散坐落着许多古朴的房屋和院落。走在西溪湿地中，深切感觉这更像是真正的古镇，一个放大了的古镇。因为实在是太像是仙剑游戏里存在的村庄和迷宫了！本身零零落落的陆地都是通过修建的小桥联通的，一不小心就会从岔路口走到死路。强烈建议仙剑七制作组来这里取景！六月初的西溪基本上就只有绿色，走到哪都是差不多的景色。（因为种了很多梅花，所以应该冬天来会很美）比较适合只是想要悠闲自在地散散心的人。而且最好是像我们这样在工作日的阴雨天下午来逛。仿佛是单机游戏一样，只有我们和NPC承包了村落。最后说说注意事项：首先，西溪景区非常大，加上中间的福堤是免费开放的，所以福堤左右两侧要出景点再进景点。然后下午六点半关门后，虽说是只进不出，但是实际上有好几个出口都关了。所以如果想要六点半以后出来的，车最好停在周家村，不要停东门。西溪作为湿地是不错的，里面的有些景点很不错，尤其高庄，是个不输给苏州园林的小园林，收费也是合情合理，毕竟湿地需要保护神态。不过评为AAAAA景点我感觉就有些言过其实了，加上《非诚勿扰》，会忽悠不少人过来看风景的。,2018-06-05 20:49:58
qingniaobaby,s-star4,西溪的景点很人性化，一路都有吸烟区休息区，木质、遮阳、通风凉爽，古朴可爱。西溪有好几个入口，我从福堤文二路入口进入慢慢逛，最先进入的是河渚街，街上很多茶室餐厅，可以喝茶品茗，也可以看到西溪米酒、古荡盘柿、竹笋之类的土特产。早晨不觉得热，绿荫遮日甚至还觉得凉爽，偶尔有戴着耳机慢跑的市民从我身边经过。而让我惊喜的是，这里有西溪贵山窑瓷器艺术研习所，而我到来时，正遇到郭林山、嵇锡贵陶瓷艺术展。展馆虽小，却趣味十足。,2018-05-08 09:48:10
